epoch,loss,val_loss
0,9.235829415845071,6.958879470825195
1,7.649884961562244,6.696186065673828
2,7.25723285047066,6.4657816886901855
3,7.044287374146676,6.208110809326172
4,6.915443220465429,5.9797682762146
5,6.786387980073825,5.780883312225342
6,6.691760424408043,5.6860127449035645
7,6.61890015282151,5.600802898406982
8,6.564441261453751,6.022250652313232
9,6.504619059038961,5.874295234680176
